# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../SDv2.2_Genes.gff" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-o" "counts/3.5-4.txt" "starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam
TCAL_02280	Chromosome_4	1467572	1470036	+	2465	319
TCAL_02282	Chromosome_4	1494209	1506521	+	12313	0
TCAL_02284	Chromosome_4	1509755	1515752	+	5998	135
TCAL_02285	Chromosome_4	1515737	1518154	-	2418	242
TCAL_02286	Chromosome_4	1518410	1520707	+	2298	79
TCAL_02287	Chromosome_4	1520722	1525308	-	4587	660
TCAL_02288	Chromosome_4	1530247	1565623	+	35377	69
TCAL_02289	Chromosome_4	1597449	1615317	+	17869	29
TCAL_02755	Chromosome_4	2230146	2231821	-	1676	78
TCAL_11118	Chromosome_4	4227723	4233022	-	5300	1487
TCAL_11481	Chromosome_4	9954037	9955346	+	1310	13
TCAL_09077	Chromosome_4	10063077	10069068	-	5992	106
TCAL_16928	Chromosome_4	1245985	1246527	-	543	0
TCAL_09234	Chromosome_4	3477404	3489286	+	11883	452
TCAL_09237	Chromosome_4	3404523	3407944	+	3422	378
TCAL_16955	Chromosome_4	7124081	7124644	+	564	0
TCAL_11119	Chromosome_4	4256972	4260811	+	3840	16
TCAL_08053	Chromosome_4	12311153	12320233	-	9081	0
TCAL_08052	Chromosome_4	12358919	12362174	-	3256	126
TCAL_08051	Chromosome_4	12365233	12376037	-	10805	96
TCAL_13161	Chromosome_4	12050784	12052292	-	1509	24743
TCAL_13160	Chromosome_4	12065494	12066327	-	834	301
TCAL_06448	Chromosome_4	3526018	3530296	-	4279	0
TCAL_06442	Chromosome_4	3593130	3600085	-	6956	37
TCAL_04942	Chromosome_4	10292736	10294157	+	1422	1
TCAL_02780	Chromosome_4	1957584	1959281	+	1698	30
TCAL_09804	Chromosome_4	6645614	6651666	-	6053	16
TCAL_02281	Chromosome_4	1470201	1474001	-	3801	158
TCAL_17374	Chromosome_4	1480401	1481731	-	1331	0
TCAL_02782	Chromosome_4	1935429	1936504	-	1076	25
TCAL_02918	Chromosome_4	944776	947880	-	3105	3766
TCAL_06430	Chromosome_4	3705735	3714016	+	8282	20
TCAL_02910	Chromosome_4	835738	838228	-	2491	183
TCAL_02911	Chromosome_4	840469	841953	+	1485	6
TCAL_02912	Chromosome_4	844184	861534	-	17351	20
TCAL_02914	Chromosome_4	864555	892575	-	28021	485
TCAL_02915	Chromosome_4	894387	898560	+	4174	5421
TCAL_02916	Chromosome_4	925155	938696	+	13542	210
TCAL_02917	Chromosome_4	941043	945123	+	4081	43
TCAL_15842	Chromosome_4	1374980	1382959	-	7980	912
TCAL_15841	Chromosome_4	1297361	1298614	-	1254	0
TCAL_15846	Chromosome_4	1432847	1435795	-	2949	7
TCAL_15847	Chromosome_4	1478769	1479141	-	373	0
TCAL_09809	Chromosome_4	6725091	6730182	-	5092	648
TCAL_11125	Chromosome_4	4409559	4415541	+	5983	0
TCAL_15874	Chromosome_4	6589527	6591641	+	2115	0
TCAL_05496	Chromosome_4	11657695	11660576	-	2882	1
TCAL_15873	Chromosome_4	5917120	5917629	+	510	1905
TCAL_15872	Chromosome_4	5804103	5808374	-	4272	25
TCAL_15871	Chromosome_4	5731863	5732554	-	692	0
TCAL_15870	Chromosome_4	512099	513440	+	1342	0
TCAL_09807	Chromosome_4	6718940	6721851	-	2912	0
TCAL_09805	Chromosome_4	6693559	6699309	-	5751	77
TCAL_05369	Chromosome_4	5353278	5356716	-	3439	11
TCAL_09803	Chromosome_4	6633983	6635409	-	1427	6
TCAL_05362	Chromosome_4	5504247	5507479	+	3233	23
TCAL_05363	Chromosome_4	5500112	5503974	+	3863	11
TCAL_05360	Chromosome_4	5532281	5539143	+	6863	542
TCAL_05361	Chromosome_4	5502969	5503849	-	881	21
TCAL_05366	Chromosome_4	5412000	5417909	-	5910	4160
TCAL_05367	Chromosome_4	5365407	5381799	-	16393	233
TCAL_05364	Chromosome_4	5451002	5497636	+	46635	174
TCAL_09808	Chromosome_4	6724182	6724984	+	803	10
TCAL_08057	Chromosome_4	12238068	12240439	-	2372	0
TCAL_05490	Chromosome_4	11523150	11541222	-	18073	37
TCAL_15879	Chromosome_4	7124662	7124855	+	194	0
TCAL_11788	Chromosome_4	7451168	7453465	-	2298	21
TCAL_07661	Chromosome_4	3193300	3197247	-	3948	20
TCAL_15788	Chromosome_4	111115	112843	+	1729	75
TCAL_16954	Chromosome_4	7122527	7122958	+	432	0
TCAL_02937	Chromosome_4	1065655	1067478	+	1824	19
TCAL_02934	Chromosome_4	1047630	1058084	-	10455	89
TCAL_02935	Chromosome_4	1050641	1061034	+	10394	72
TCAL_02932	Chromosome_4	1004696	1013475	-	8780	94
TCAL_02930	Chromosome_4	999031	1001442	+	2412	9
TCAL_02931	Chromosome_4	1003053	1004669	+	1617	1244
TCAL_02938	Chromosome_4	1068778	1072230	+	3453	28
TCAL_02939	Chromosome_4	1073584	1079667	-	6084	995
TCAL_07215	Chromosome_4	8957322	8959394	-	2073	375
TCAL_07218	Chromosome_4	8950394	8952713	-	2320	2
TCAL_07219	Chromosome_4	8951245	8951556	+	312	0
TCAL_03073	Chromosome_4	10333880	10339516	+	5637	1
TCAL_03077	Chromosome_4	10378504	10387625	-	9122	95
TCAL_03294	Chromosome_4	6160146	6171343	-	11198	160
TCAL_03295	Chromosome_4	6150745	6155709	-	4965	2857
TCAL_03297	Chromosome_4	6124209	6127505	-	3297	187
TCAL_15888	Chromosome_4	8708707	8713778	-	5072	57
TCAL_15889	Chromosome_4	8789345	8790316	+	972	0
TCAL_15887	Chromosome_4	8510442	8511609	-	1168	0
TCAL_03292	Chromosome_4	6262412	6264514	-	2103	36
TCAL_15891	Chromosome_4	8950379	8951160	+	782	1
TCAL_15893	Chromosome_4	9798580	9801567	-	2988	6
TCAL_09700	Chromosome_4	7102708	7108658	-	5951	479
TCAL_09701	Chromosome_4	7128771	7135271	+	6501	1846
TCAL_09702	Chromosome_4	7135649	7136505	-	857	0
TCAL_15892	Chromosome_4	9510272	9517724	+	7453	25
TCAL_09705	Chromosome_4	7154236	7154871	+	636	1
TCAL_09706	Chromosome_4	7154109	7156183	-	2075	17
TCAL_09707	Chromosome_4	7158141	7160617	+	2477	275
TCAL_14661	Chromosome_4	6306	11783	-	5478	0
TCAL_14663	Chromosome_4	170994	173390	-	2397	17
TCAL_14662	Chromosome_4	169760	170872	+	1113	139
TCAL_10398	Chromosome_4	7267973	7277207	-	9235	69
TCAL_14665	Chromosome_4	10174035	10174277	-	243	197
TCAL_10397	Chromosome_4	7219219	7222448	-	3230	109
TCAL_16937	Chromosome_4	1946319	1959142	-	12824	1
TCAL_16936	Chromosome_4	1947737	1957158	+	9422	4
TCAL_16935	Chromosome_4	1481984	1482280	-	297	0
TCAL_16934	Chromosome_4	1478255	1478482	+	228	0
TCAL_16933	Chromosome_4	13016058	13038846	-	22789	20
TCAL_16932	Chromosome_4	1304273	1313305	-	9033	9
TCAL_14664	Chromosome_4	10141267	10142572	+	1306	215
TCAL_14667	Chromosome_4	11590367	11593039	-	2673	2
TCAL_14666	Chromosome_4	10243001	10243225	-	225	0
TCAL_05173	Chromosome_4	12997060	12998398	+	1339	60
TCAL_05172	Chromosome_4	12996045	13002071	-	6027	72
TCAL_05171	Chromosome_4	13006645	13009469	+	2825	292
TCAL_05170	Chromosome_4	13015981	13016419	+	439	2080
TCAL_04350	Chromosome_4	4175932	4180733	+	4802	41
TCAL_03088	Chromosome_4	10492521	10504856	-	12336	1031
TCAL_05521	Chromosome_4	11956335	11962185	-	5851	284
TCAL_02266	Chromosome_4	1329771	1335300	+	5530	87
TCAL_02267	Chromosome_4	1328728	1346800	-	18073	209
TCAL_02268	Chromosome_4	1350169	1353882	-	3714	215
TCAL_02269	Chromosome_4	1362421	1367061	+	4641	29
TCAL_07641	Chromosome_4	3011553	3022028	-	10476	6
TCAL_07234	Chromosome_4	8817855	8819756	+	1902	0
TCAL_07232	Chromosome_4	8843175	8844991	-	1817	0
TCAL_07233	Chromosome_4	8821997	8838354	+	16358	18
TCAL_07230	Chromosome_4	8862066	8863271	-	1206	29
TCAL_07231	Chromosome_4	8855422	8860444	-	5023	655
TCAL_03318	Chromosome_4	5803983	5807662	+	3680	67
TCAL_05178	Chromosome_4	12922034	12933268	+	11235	30
TCAL_15868	Chromosome_4	4943055	4945418	+	2364	5
TCAL_13451	Chromosome_4	13355734	13370384	-	14651	507
TCAL_05159	Chromosome_4	13231883	13233355	+	1473	4
TCAL_09236	Chromosome_4	3461230	3464817	-	3588	714
TCAL_11762	Chromosome_4	8199542	8222799	-	23258	509
TCAL_11764	Chromosome_4	8233092	8238921	-	5830	0
TCAL_11768	Chromosome_4	11402810	11403863	+	1054	105
TCAL_11138	Chromosome_4	6958980	6960153	+	1174	0
TCAL_11139	Chromosome_4	6961344	6961992	+	649	2
TCAL_11136	Chromosome_4	6947740	6951705	+	3966	609
TCAL_11137	Chromosome_4	6955918	6961093	-	5176	360
TCAL_11134	Chromosome_4	6923261	6928252	-	4992	2
TCAL_11135	Chromosome_4	6932092	6932772	+	681	2
TCAL_11132	Chromosome_4	6889116	6896761	-	7646	465
TCAL_11130	Chromosome_4	6878326	6884498	+	6173	239
TCAL_11131	Chromosome_4	6880476	6882401	-	1926	411
TCAL_15859	Chromosome_4	2928031	2932609	+	4579	147
TCAL_15857	Chromosome_4	2496886	2499557	-	2672	0
TCAL_02758	Chromosome_4	2208110	2213861	-	5752	263
TCAL_02759	Chromosome_4	2188496	2208133	+	19638	97
TCAL_14677	Chromosome_4	3262265	3270755	-	8491	258
TCAL_09238	Chromosome_4	3386649	3400980	+	14332	9485
TCAL_07660	Chromosome_4	3189724	3191997	+	2274	230
TCAL_07662	Chromosome_4	3275708	3277395	+	1688	743
TCAL_03435	Chromosome_4	9105273	9111093	-	5821	197
TCAL_05528	Chromosome_4	12017881	12018315	-	435	1
TCAL_15843	Chromosome_4	13342778	13346124	+	3347	28
TCAL_15840	Chromosome_4	1375181	1378965	+	3785	111
TCAL_15844	Chromosome_4	13366284	13375283	+	9000	4
TCAL_15848	Chromosome_4	1479142	1479731	-	590	0
TCAL_05523	Chromosome_4	11969206	11970468	-	1263	58
TCAL_05525	Chromosome_4	11972419	11973388	-	970	433
TCAL_05526	Chromosome_4	11989471	11990967	-	1497	346
TCAL_14676	Chromosome_4	2603422	2616239	-	12818	6
TCAL_14672	Chromosome_4	12447211	12448299	+	1089	1
TCAL_14673	Chromosome_4	1482402	1482704	-	303	0
TCAL_14670	Chromosome_4	12022532	12026060	+	3529	0
TCAL_12464	Chromosome_4	7514428	7519418	-	4991	55
TCAL_12467	Chromosome_4	7551000	7558460	-	7461	361
TCAL_12466	Chromosome_4	7539396	7544511	-	5116	1
TCAL_12463	Chromosome_4	7497887	7498386	+	500	0
TCAL_12462	Chromosome_4	7487944	7490189	+	2246	38
TCAL_03287	Chromosome_4	6301873	6314231	+	12359	0
TCAL_03289	Chromosome_4	6291035	6292895	-	1861	752
TCAL_15828	Chromosome_4	11487034	11492031	+	4998	0
TCAL_15829	Chromosome_4	11554474	11557813	+	3340	7
TCAL_03286	Chromosome_4	6317876	6325970	+	8095	204
TCAL_15820	Chromosome_4	10711004	10711757	-	754	0
TCAL_15821	Chromosome_4	10884820	10885875	-	1056	0
TCAL_15823	Chromosome_4	11006794	11007296	+	503	0
TCAL_15824	Chromosome_4	11026900	11031186	-	4287	2
TCAL_03285	Chromosome_4	6325458	6336583	-	11126	44
TCAL_15826	Chromosome_4	11083340	11104400	+	21061	8
TCAL_15827	Chromosome_4	11235289	11250606	-	15318	0
TCAL_05502	Chromosome_4	11731216	11731892	+	677	0
TCAL_03283	Chromosome_4	6351898	6357735	+	5838	91
TCAL_05508	Chromosome_4	11866697	11868673	-	1977	2
TCAL_05509	Chromosome_4	11871519	11876470	+	4952	343
TCAL_05495	Chromosome_4	11646118	11646809	-	692	4
TCAL_12098	Chromosome_4	6982291	6992126	-	9836	244
TCAL_12094	Chromosome_4	7002415	7005472	+	3058	147
TCAL_12095	Chromosome_4	7000045	7001446	-	1402	51
TCAL_12096	Chromosome_4	6996461	6998465	+	2005	342
TCAL_12090	Chromosome_4	7021866	7024123	+	2258	51
TCAL_12091	Chromosome_4	7019781	7021664	+	1884	177
TCAL_12092	Chromosome_4	7015445	7017178	-	1734	6
TCAL_12093	Chromosome_4	7005463	7008363	-	2901	219
TCAL_05374	Chromosome_4	5298685	5301023	-	2339	3
TCAL_05497	Chromosome_4	11665451	11674112	-	8662	40
TCAL_07213	Chromosome_4	8964763	8968386	+	3624	79
TCAL_15837	Chromosome_4	12851548	12852401	+	854	0
TCAL_05376	Chromosome_4	5293303	5295264	+	1962	148
TCAL_05492	Chromosome_4	11567510	11579083	+	11574	1
TCAL_16959	Chromosome_4	8575503	8581917	+	6415	1
TCAL_16958	Chromosome_4	8326793	8331246	+	4454	0
TCAL_05493	Chromosome_4	11600566	11601222	-	657	241
TCAL_16957	Chromosome_4	8331569	8334402	+	2834	0
TCAL_06440	Chromosome_4	3602042	3605552	-	3511	11
TCAL_05269	Chromosome_4	7782278	7786198	+	3921	27
TCAL_05268	Chromosome_4	7789787	7790482	+	696	2
TCAL_05265	Chromosome_4	7818095	7821921	+	3827	47
TCAL_05260	Chromosome_4	7857773	7858585	+	813	115
TCAL_10403	Chromosome_4	7304545	7313059	-	8515	82
TCAL_10405	Chromosome_4	7341494	7342312	+	819	78
TCAL_10404	Chromosome_4	7320843	7333587	-	12745	1566
TCAL_02283	Chromosome_4	1497519	1507683	-	10165	25
TCAL_03739	Chromosome_4	8539514	8541452	+	1939	21
TCAL_03738	Chromosome_4	8543135	8551388	+	8254	17
TCAL_08043	Chromosome_4	12433982	12436166	+	2185	1402
TCAL_16946	Chromosome_4	5725518	5729036	-	3519	86
TCAL_16947	Chromosome_4	5868999	5877251	-	8253	31
TCAL_16944	Chromosome_4	5245091	5263967	-	18877	295
TCAL_16945	Chromosome_4	5632081	5636195	+	4115	37
TCAL_16942	Chromosome_4	4571418	4571918	+	501	0
TCAL_16940	Chromosome_4	357900	366506	-	8607	4
TCAL_16941	Chromosome_4	4294946	4312392	+	17447	0
TCAL_10474	Chromosome_4	6407844	6413783	+	5940	104
TCAL_10475	Chromosome_4	6406955	6407225	-	271	1737
TCAL_10476	Chromosome_4	6402019	6407350	+	5332	475
TCAL_10477	Chromosome_4	6380484	6395511	+	15028	107
TCAL_15806	Chromosome_4	7510447	7513526	+	3080	9
TCAL_15807	Chromosome_4	7912961	7916719	+	3759	430
TCAL_15802	Chromosome_4	672033	673617	-	1585	13
TCAL_15800	Chromosome_4	3985163	3994975	-	9813	113
TCAL_15801	Chromosome_4	5879476	5890964	-	11489	1098
TCAL_15808	Chromosome_4	8253517	8260955	-	7439	1
TCAL_04382	Chromosome_4	3883163	3884713	-	1551	284
TCAL_04381	Chromosome_4	3878461	3886012	+	7552	146
TCAL_05957	Chromosome_4	2669721	2672324	-	2604	68
TCAL_05259	Chromosome_4	7857690	7859968	-	2279	285
TCAL_09079	Chromosome_4	10050408	10057659	-	7252	15
TCAL_09815	Chromosome_4	6856325	6857281	+	957	0
TCAL_03431	Chromosome_4	9066800	9070305	-	3506	564
TCAL_11116	Chromosome_4	4196043	4198747	-	2705	0
TCAL_03434	Chromosome_4	9105137	9111093	+	5957	252
TCAL_11759	Chromosome_4	8131442	8135272	+	3831	81
TCAL_05359	Chromosome_4	5541734	5548656	-	6923	26
TCAL_05358	Chromosome_4	5568251	5569258	-	1008	419
TCAL_05245	Chromosome_4	8056288	8059787	+	3500	19
TCAL_05244	Chromosome_4	8059936	8066957	-	7022	18
TCAL_05247	Chromosome_4	8004877	8009151	+	4275	440
TCAL_05246	Chromosome_4	8010170	8024382	-	14213	24
TCAL_05243	Chromosome_4	8075684	8080118	-	4435	480
TCAL_05249	Chromosome_4	7970723	7993342	-	22620	17
TCAL_05248	Chromosome_4	8001658	8002733	-	1076	2406
TCAL_03290	Chromosome_4	6277156	6282123	-	4968	6
TCAL_05354	Chromosome_4	5598397	5598740	+	344	0
TCAL_03293	Chromosome_4	6237666	6246444	+	8779	123
TCAL_09076	Chromosome_4	10071311	10075416	-	4106	37
TCAL_02741	Chromosome_4	2332429	2339095	+	6667	14
TCAL_02740	Chromosome_4	2350596	2351620	+	1025	40
TCAL_02312	Chromosome_4	1795521	1798815	-	3295	206
TCAL_02743	Chromosome_4	2326805	2330081	+	3277	188
TCAL_05504	Chromosome_4	11776979	11778313	-	1335	8
TCAL_02744	Chromosome_4	2313916	2325507	+	11592	138
TCAL_02747	Chromosome_4	2298053	2306171	+	8119	6
TCAL_02746	Chromosome_4	2306943	2308556	-	1614	0
TCAL_05500	Chromosome_4	11705920	11712644	-	6725	147
TCAL_03737	Chromosome_4	8597106	8607541	-	10436	19
TCAL_03735	Chromosome_4	8624911	8629758	-	4848	83
TCAL_05275	Chromosome_4	7750566	7752342	+	1777	30
TCAL_06447	Chromosome_4	3536356	3538554	-	2199	520
TCAL_06445	Chromosome_4	3544678	3548991	+	4314	136
TCAL_06441	Chromosome_4	3599707	3602029	+	2323	8286
TCAL_03731	Chromosome_4	8664205	8666593	-	2389	4138
TCAL_03730	Chromosome_4	8696048	8697868	-	1821	1
TCAL_04351	Chromosome_4	4165609	4173754	+	8146	14
TCAL_14678	Chromosome_4	3223172	3225041	+	1870	0
TCAL_08028	Chromosome_4	366241	370034	+	3794	0
TCAL_08029	Chromosome_4	379046	393599	-	14554	900
TCAL_05278	Chromosome_4	7674404	7684112	-	9709	29
TCAL_05279	Chromosome_4	7654754	7675256	+	20503	96
TCAL_05276	Chromosome_4	7731875	7744020	+	12146	11
TCAL_03459	Chromosome_4	9399214	9424571	+	25358	13
TCAL_05277	Chromosome_4	7719266	7720189	+	924	16
TCAL_14689	Chromosome_4	7526195	7528381	+	2187	0
TCAL_14688	Chromosome_4	7125077	7125451	+	375	0
TCAL_15860	Chromosome_4	2932850	2935912	-	3063	892
TCAL_14681	Chromosome_4	438427	438651	-	225	0
TCAL_13576	Chromosome_4	9767707	9774338	-	6632	3
TCAL_13577	Chromosome_4	9741875	9759058	-	17184	119
TCAL_13578	Chromosome_4	9725638	9729973	+	4336	2
TCAL_05356	Chromosome_4	5578146	5596712	+	18567	2
TCAL_05353	Chromosome_4	5603782	5615522	+	11741	16
TCAL_05352	Chromosome_4	5616197	5618997	+	2801	41
TCAL_05351	Chromosome_4	5619849	5623887	-	4039	246
TCAL_04349	Chromosome_4	4180768	4193221	-	12454	326
TCAL_05960	Chromosome_4	2730189	2730530	-	342	43
TCAL_09932	Chromosome_4	709212	713386	-	4175	286
TCAL_05962	Chromosome_4	2766597	2774705	+	8109	1644
TCAL_05963	Chromosome_4	2774824	2788393	-	13570	82
TCAL_05968	Chromosome_4	2848856	2860820	-	11965	203
TCAL_05969	Chromosome_4	2861427	2870443	-	9017	16
TCAL_08048	Chromosome_4	12396639	12397502	-	864	3071
TCAL_09239	Chromosome_4	3378234	3379806	-	1573	3384
TCAL_13961	Chromosome_4	12033203	12034495	-	1293	1512
TCAL_13236	Chromosome_4	8800892	8807717	+	6826	997
TCAL_07649	Chromosome_4	3085048	3087398	-	2351	33
TCAL_07642	Chromosome_4	3028776	3035092	-	6317	2
TCAL_09245	Chromosome_4	3336708	3342829	+	6122	0
TCAL_09231	Chromosome_4	3511437	3514378	+	2942	4758
TCAL_09232	Chromosome_4	3490517	3505200	+	14684	117
TCAL_03751	Chromosome_4	8474432	8476438	-	2007	9
TCAL_03750	Chromosome_4	8478792	8481404	+	2613	1023
TCAL_03753	Chromosome_4	8439857	8442201	-	2345	0
TCAL_03752	Chromosome_4	8450973	8451853	-	881	5
TCAL_03755	Chromosome_4	8431937	8434455	-	2519	10
TCAL_03754	Chromosome_4	8434143	8435320	+	1178	0
TCAL_03757	Chromosome_4	8426084	8427718	+	1635	363
TCAL_03756	Chromosome_4	8414009	8431734	-	17726	9
TCAL_03759	Chromosome_4	8373163	8389495	-	16333	29
TCAL_03758	Chromosome_4	8419978	8424912	+	4935	227
TCAL_02919	Chromosome_4	957645	958790	+	1146	67
TCAL_11771	Chromosome_4	11330190	11332016	-	1827	2
TCAL_11772	Chromosome_4	11326145	11330125	-	3981	2
TCAL_11773	Chromosome_4	11294903	11300523	+	5621	3
TCAL_11774	Chromosome_4	11281689	11290493	-	8805	0
TCAL_16952	Chromosome_4	721762	727344	-	5583	0
TCAL_16956	Chromosome_4	7413706	7415911	+	2206	0
TCAL_05883	Chromosome_4	4778643	4783823	+	5181	1017
TCAL_02754	Chromosome_4	2232540	2236598	+	4059	476
TCAL_05882	Chromosome_4	4767785	4769638	-	1854	0
TCAL_05506	Chromosome_4	11796048	11802142	+	6095	510
TCAL_05507	Chromosome_4	11817849	11830913	-	13065	47
TCAL_06427	Chromosome_4	3732869	3742231	+	9363	513
TCAL_05505	Chromosome_4	11788272	11792763	-	4492	168
TCAL_05884	Chromosome_4	4805485	4819437	-	13953	3
TCAL_05501	Chromosome_4	11722629	11724786	+	2158	17
TCAL_04369	Chromosome_4	3981109	3981936	+	828	221
TCAL_04368	Chromosome_4	3981982	3983160	-	1179	169
TCAL_04365	Chromosome_4	3985133	4008113	+	22981	6376
TCAL_04364	Chromosome_4	4021221	4022222	-	1002	46
TCAL_04366	Chromosome_4	4003821	4004229	-	409	1236
TCAL_04361	Chromosome_4	4049178	4051504	+	2327	13
TCAL_04360	Chromosome_4	4052775	4055528	-	2754	453
TCAL_04363	Chromosome_4	4032449	4033672	+	1224	714
TCAL_04362	Chromosome_4	4044353	4048122	+	3770	931
TCAL_08062	Chromosome_4	12118433	12135334	+	16902	4
TCAL_08061	Chromosome_4	12163346	12174185	-	10840	1
TCAL_03320	Chromosome_4	5795655	5797354	+	1700	35
TCAL_03322	Chromosome_4	5781496	5784408	-	2913	197
TCAL_13157	Chromosome_4	12079780	12082223	-	2444	447
TCAL_02751	Chromosome_4	2235711	2242618	-	6908	542
TCAL_03302	Chromosome_4	5970370	5977646	-	7277	15
TCAL_03303	Chromosome_4	5953740	5956353	-	2614	73
TCAL_06420	Chromosome_4	3801431	3802180	-	750	15
TCAL_15831	Chromosome_4	11662100	11662616	-	517	0
TCAL_15836	Chromosome_4	12685730	12693264	-	7535	1382
TCAL_10473	Chromosome_4	6413871	6430700	-	16830	367
TCAL_15835	Chromosome_4	12221623	12231339	-	9717	0
TCAL_03478	Chromosome_4	9631527	9633848	+	2322	624
TCAL_15834	Chromosome_4	12189681	12190124	-	444	0
TCAL_03479	Chromosome_4	9635217	9643526	+	8310	1576
TCAL_09078	Chromosome_4	10058947	10062928	+	3982	6
TCAL_09074	Chromosome_4	10093832	10099498	-	5667	125
TCAL_09075	Chromosome_4	10092875	10093837	+	963	1117
TCAL_09072	Chromosome_4	10126478	10127088	+	611	15
TCAL_09073	Chromosome_4	10110495	10116000	+	5506	64
TCAL_09070	Chromosome_4	10141112	10148906	-	7795	129
TCAL_03474	Chromosome_4	9582010	9583320	+	1311	0
TCAL_05512	Chromosome_4	11886890	11888291	-	1402	132
TCAL_03475	Chromosome_4	9584572	9598332	-	13761	282
TCAL_05515	Chromosome_4	11897803	11899935	+	2133	133
TCAL_05514	Chromosome_4	11894539	11895721	-	1183	144
TCAL_05517	Chromosome_4	11916572	11923725	-	7154	93
TCAL_05516	Chromosome_4	11902055	11914929	+	12875	1028
TCAL_05529	Chromosome_4	12021596	12022643	-	1048	1
TCAL_03306	Chromosome_4	5906194	5915813	-	9620	806
TCAL_03304	Chromosome_4	5942474	5952534	+	10061	542
TCAL_03305	Chromosome_4	5919149	5927713	-	8565	646
TCAL_02301	Chromosome_4	1724015	1725880	+	1866	139
TCAL_02300	Chromosome_4	1717476	1723275	-	5800	493
TCAL_02303	Chromosome_4	1729703	1730251	-	549	3
TCAL_02302	Chromosome_4	1725867	1727102	-	1236	5
TCAL_02305	Chromosome_4	1738342	1747230	+	8889	674
TCAL_02304	Chromosome_4	1731314	1735008	+	3695	11
TCAL_02306	Chromosome_4	1738342	1745763	-	7422	436
TCAL_02308	Chromosome_4	1751122	1753008	-	1887	150
TCAL_05522	Chromosome_4	11964522	11972366	+	7845	1329
TCAL_07823	Chromosome_4	12564749	12568882	+	4134	168
TCAL_07822	Chromosome_4	12600613	12612085	+	11473	413
TCAL_07821	Chromosome_4	12614441	12620084	-	5644	530
TCAL_07820	Chromosome_4	12620753	12639551	-	18799	24
TCAL_07827	Chromosome_4	12544516	12551788	+	7273	1083
TCAL_07826	Chromosome_4	12551785	12554853	-	3069	181
TCAL_07825	Chromosome_4	12556339	12556902	+	564	275
TCAL_07824	Chromosome_4	12557016	12567438	-	10423	311
TCAL_07829	Chromosome_4	12535046	12536983	-	1938	14
TCAL_07828	Chromosome_4	12531527	12537170	+	5644	87
TCAL_14675	Chromosome_4	1632601	1633519	-	919	0
TCAL_03301	Chromosome_4	6011642	6016019	-	4378	29
TCAL_05527	Chromosome_4	11999790	12000247	-	458	0
TCAL_05513	Chromosome_4	11891449	11894511	+	3063	141
TCAL_16943	Chromosome_4	4593570	4596606	-	3037	50
TCAL_08042	Chromosome_4	12448445	12475244	-	26800	7
TCAL_08045	Chromosome_4	12425444	12429568	-	4125	797
TCAL_03736	Chromosome_4	8609658	8629822	+	20165	122
TCAL_03469	Chromosome_4	9539331	9544291	-	4961	897
TCAL_03468	Chromosome_4	9509695	9515799	-	6105	1
TCAL_03467	Chromosome_4	9482639	9484596	+	1958	3202
TCAL_03466	Chromosome_4	9458021	9461128	-	3108	24
TCAL_03465	Chromosome_4	9457424	9457699	+	276	3
TCAL_03463	Chromosome_4	9450647	9453968	+	3322	121
TCAL_03462	Chromosome_4	9437750	9441295	-	3546	209
TCAL_03461	Chromosome_4	9429702	9431867	-	2166	45
TCAL_03460	Chromosome_4	9417477	9419217	-	1741	134
TCAL_13686	Chromosome_4	5230632	5233446	+	2815	361
TCAL_05961	Chromosome_4	2754312	2761008	+	6697	68
TCAL_13685	Chromosome_4	5207807	5219070	+	11264	14
TCAL_05964	Chromosome_4	2802689	2822442	-	19754	307
TCAL_09806	Chromosome_4	6702081	6703139	-	1059	11
TCAL_05368	Chromosome_4	5360531	5362599	+	2069	4
TCAL_05966	Chromosome_4	2836021	2844320	-	8300	192
TCAL_05182	Chromosome_4	12914424	12916921	-	2498	124
TCAL_05180	Chromosome_4	12919829	12928837	-	9009	63
TCAL_05185	Chromosome_4	12886608	12887129	-	522	1
TCAL_07809	Chromosome_4	12794509	12800516	-	6008	63
TCAL_07808	Chromosome_4	12801684	12803598	+	1915	4697
TCAL_07807	Chromosome_4	12811283	12815837	+	4555	55
TCAL_11140	Chromosome_4	6962081	6965380	+	3300	580
TCAL_10402	Chromosome_4	7282508	7298987	-	16480	67
TCAL_02729	Chromosome_4	2538719	2543593	-	4875	426
TCAL_02728	Chromosome_4	2566030	2572328	-	6299	502
TCAL_02724	Chromosome_4	2584274	2599852	-	15579	217
TCAL_02723	Chromosome_4	2595801	2602347	+	6547	375
TCAL_02722	Chromosome_4	2644110	2645870	-	1761	88
TCAL_03321	Chromosome_4	5786947	5789094	-	2148	57
TCAL_03111	Chromosome_4	10816334	10818428	-	2095	12
TCAL_11129	Chromosome_4	4421917	4424992	-	3076	2413
TCAL_02907	Chromosome_4	816257	818934	+	2678	89
TCAL_03449	Chromosome_4	9333462	9342627	+	9166	499
TCAL_03448	Chromosome_4	9265492	9271121	-	5630	981
TCAL_06439	Chromosome_4	3617387	3620740	-	3354	1290
TCAL_03309	Chromosome_4	5892746	5904658	-	11913	435
