SeqName,Description
TCAL_10710-PA,Similar to Venom allergen 5 (Dolichovespula arenaria)
TCAL_12053-PA,Similar to Venom allergen 5 (Fragment) (Pachycondyla chinensis)
TCAL_07187-PA,Similar to Venom allergen 5 (Microctonus hyperodae)
TCAL_13990-PA,Similar to Venom allergen 5 (Vespa magnifica)
TCAL_05343-PA,Similar to Venom carboxylesterase-6 (Apis mellifera)
TCAL_06802-PA,Similar to Venom carboxylesterase-6 (Apis mellifera)
TCAL_09520-PA,Similar to Venom carboxylesterase-6 (Apis mellifera)
TCAL_10027-PA,Similar to Venom carboxylesterase-6 (Apis mellifera)
TCAL_11235-PA,Similar to Venom carboxylesterase-6 (Apis mellifera)
TCAL_13297-PA,Similar to Venom carboxylesterase-6 (Apis mellifera)
TCAL_13366-PA,Similar to Venom carboxylesterase-6 (Apis mellifera)
TCAL_00828-PA,Similar to Venom dipeptidyl peptidase 4 (Apis mellifera)
TCAL_08396-PA,Similar to Venom dipeptidyl peptidase 4 (Apis mellifera)
TCAL_02614-PA,Similar to Venom dipeptidyl peptidase 4 (Vespula vulgaris)
TCAL_06095-PA,Similar to Venom dipeptidyl peptidase 4 (Vespula vulgaris)
TCAL_07339-PA,Similar to Venom protease (Bombus pensylvanicus)
TCAL_10450-PA,Similar to Venom protease (Bombus pensylvanicus)
TCAL_12893-PA,Similar to Venom protease (Bombus pensylvanicus)
TCAL_03136-PA,Similar to Venom serine carboxypeptidase (Apis mellifera)
TCAL_06086-PA,Similar to Venom serine carboxypeptidase (Apis mellifera)
TCAL_05926-PA,Similar to Venom serine protease Bi-VSP (Bombus ignitus)
TCAL_10336-PA,Similar to Venom serine protease Bi-VSP (Bombus ignitus)
TCAL_13575-PA,Similar to Venom serine protease Bi-VSP (Bombus ignitus)
TCAL_06577-PA,Similar to Vg Vitellogenin (Apis mellifera)
TCAL_13264-PA,Similar to Vg Vitellogenin (Apis mellifera)
TCAL_13792-PA,Similar to Vg Vitellogenin (Apis mellifera)
TCAL_11895-PA,Similar to VgR Vitellogenin receptor (Solenopsis invicta)
TCAL_03013-PA,Similar to VHA14 V-type proton ATPase subunit F (Manduca sexta)
TCAL_03367-PA,Similar to Vha16-1 V-type proton ATPase 16 kDa proteolipid subunit (Drosophila melanogaster)
TCAL_05549-PA,Similar to VHA26 V-type proton ATPase subunit E (Manduca sexta)
TCAL_08690-PA,Similar to Vha36-1 V-type proton ATPase subunit D 1 (Drosophila melanogaster)
TCAL_11040-PA,Similar to VHA55 V-type proton ATPase subunit B (Manduca sexta)
TCAL_01126-PA,Similar to VhaA V-type proton ATPase catalytic subunit A (Aedes albopictus)
TCAL_04197-PA,Similar to VhaAC39-1 V-type proton ATPase subunit d 1 (Drosophila melanogaster)
TCAL_10201-PA,Similar to viaf Viral IAP-associated factor homolog (Drosophila melanogaster)
TCAL_11628-PA,Similar to Vignain (Vigna mungo)
TCAL_08805-PA,Similar to vih Ubiquitin-conjugating enzyme E2 C (Drosophila melanogaster)
TCAL_07355-PA,Similar to Vinc Vinculin (Drosophila melanogaster)
TCAL_10501-PA,Similar to Vldlr Very low-density lipoprotein receptor (Mus musculus)
TCAL_12568-PA,Similar to vps26bl Vacuolar protein sorting-associated protein 26B-like (Danio rerio)
TCAL_06450-PA,Similar to vps45 Vacuolar protein sorting-associated protein 45 (Dictyostelium discoideum)
TCAL_02527-PA,Similar to VPS4A Vacuolar protein sorting-associated protein 4A (Homo sapiens)
TCAL_09026-PA,Similar to vrs-2 Valine--tRNA ligase (Caenorhabditis elegans)
TCAL_01083-PA,Similar to VSX2 Visual system homeobox 2 (Gallus gallus)
TCAL_05320-PA,Similar to vvl POU domain protein CF1A (Drosophila melanogaster)
TCAL_12520-PA,Similar to w Protein white (Anopheles gambiae)
TCAL_08931-PA,Similar to W Protein white (Ceratitis capitata)
TCAL_04988-PA,Similar to w Protein white (Drosophila melanogaster)
TCAL_11049-PA,Similar to w Protein white (Drosophila melanogaster)
TCAL_04770-PA,"Similar to WARS Tryptophan--tRNA ligase, cytoplasmic (Homo sapiens)"
TCAL_01803-PA,"Similar to WARS2 Tryptophan--tRNA ligase, mitochondrial (Bos taurus)"
TCAL_05243-PA,Similar to WDFY1 WD repeat and FYVE domain-containing protein 1 (Homo sapiens)
TCAL_05026-PA,Similar to WDFY3 WD repeat and FYVE domain-containing protein 3 (Homo sapiens)
TCAL_08372-PA,Similar to wdhd1 WD repeat and HMG-box DNA-binding protein 1 (Xenopus laevis)
TCAL_02250-PA,Similar to WDR13 WD repeat-containing protein 13 (Pongo abelii)
TCAL_00730-PA,Similar to Wdr18 WD repeat-containing protein 18 (Mus musculus)
TCAL_07182-PA,Similar to WDR20 WD repeat-containing protein 20 (Homo sapiens)
TCAL_11648-PA,Similar to wdr26 WD repeat-containing protein 26 (Xenopus tropicalis)
TCAL_10987-PA,Similar to WDR3 WD repeat-containing protein 3 (Homo sapiens)
TCAL_06979-PA,Similar to Wdr33 pre-mRNA 3' end processing protein WDR33 (Mus musculus)
TCAL_01952-PA,Similar to Wdr34 WD repeat-containing protein 34 (Mus musculus)
TCAL_06673-PA,Similar to WDR36 WD repeat-containing protein 36 (Homo sapiens)
TCAL_06380-PA,Similar to WDR37 WD repeat-containing protein 37 (Pongo abelii)
TCAL_00346-PA,Similar to wdr37 WD repeat-containing protein 37 (Xenopus laevis)
TCAL_07227-PA,Similar to WDR44 WD repeat-containing protein 44 (Bos taurus)
TCAL_04111-PA,Similar to WDR45 WD repeat domain phosphoinositide-interacting protein 4 (Homo sapiens)
TCAL_01583-PA,Similar to wdr45b WD repeat domain phosphoinositide-interacting protein 3 (Danio rerio)
TCAL_07271-PA,Similar to WDR46 WD repeat-containing protein 46 (Canis lupus familiaris)
TCAL_01060-PA,Similar to WDR47 WD repeat-containing protein 47 (Homo sapiens)
TCAL_07104-PA,Similar to WDR48 WD repeat-containing protein 48 (Gallus gallus)
TCAL_05414-PA,Similar to Wdr59 GATOR complex protein WDR59 (Mus musculus)
TCAL_06512-PA,Similar to Wdr59 GATOR complex protein WDR59 (Mus musculus)
TCAL_11617-PA,Similar to WDR5B COMPASS-like H3K4 histone methylase component WDR5B (Arabidopsis thaliana)
TCAL_01611-PA,Similar to wdr61 WD repeat-containing protein 61 (Danio rerio)
TCAL_01758-PA,Similar to WDR7 WD repeat-containing protein 7 (Homo sapiens)
TCAL_10208-PA,Similar to wdr70 WD repeat-containing protein 70 (Xenopus tropicalis)
TCAL_00789-PA,Similar to wdr76 WD repeat-containing protein 76 (Xenopus laevis)
TCAL_01559-PA,Similar to WDR77 Methylosome protein 50 (Pongo abelii)
TCAL_07718-PA,Similar to Wdr81 WD repeat-containing protein 81 (Mus musculus)
TCAL_01057-PA,Similar to Wdr82 WD repeat-containing protein 82 (Drosophila melanogaster)
TCAL_05271-PA,Similar to wdr83 WD repeat domain-containing protein 83 (Danio rerio)
TCAL_02692-PA,Similar to WDR86 WD repeat-containing protein 86 (Homo sapiens)
TCAL_09163-PA,Similar to WDR86 WD repeat-containing protein 86 (Homo sapiens)
TCAL_00179-PA,Similar to Wdr91 WD repeat-containing protein 91 (Rattus norvegicus)
TCAL_04364-PA,Similar to wds Protein will die slowly (Drosophila melanogaster)
TCAL_10045-PA,Similar to Wdtc1 WD and tetratricopeptide repeats protein 1 (Mus musculus)
TCAL_10757-PA,Similar to WDY WD repeat-containing protein on Y chromosome (Drosophila virilis)
TCAL_00481-PA,Similar to WDYHV1 Protein N-terminal glutamine amidohydrolase (Bos taurus)
TCAL_13444-PA,Similar to WEE2 Wee1-like protein kinase 2 (Sus scrofa)
TCAL_02079-PA,Similar to Whrn Whirlin (Rattus norvegicus)
TCAL_10733-PA,Similar to wif1 Wnt inhibitory factor 1 (Danio rerio)
TCAL_06395-PA,Similar to WIPI2 WD repeat domain phosphoinositide-interacting protein 2 (Gallus gallus)
TCAL_09654-PA,Similar to WIPI2 WD repeat domain phosphoinositide-interacting protein 2 (Gallus gallus)
TCAL_09017-PA,Similar to wls Protein wntless (Drosophila simulans)
TCAL_01666-PA,Similar to wnk-1 Serine/threonine-protein kinase WNK (Caenorhabditis elegans)
TCAL_09898-PA,Similar to wnt4 Protein Wnt-4 (Xenopus laevis)
TCAL_06651-PA,Similar to WNT5B Protein Wnt-5b (Pongo abelii)
TCAL_12797-PA,Similar to wnt8 Protein Wnt-8 (Xenopus laevis)
TCAL_00094-PA,Similar to wrb Tail-anchored protein insertion receptor WRB (Danio rerio)
TCAL_03979-PA,Similar to Wrn Werner syndrome ATP-dependent helicase homolog (Mus musculus)
TCAL_01761-PA,Similar to Wrnip1 ATPase WRNIP1 (Rattus norvegicus)
TCAL_04584-PA,Similar to Wsck Putative tyrosine-protein kinase Wsck (Drosophila melanogaster)
TCAL_05847-PA,Similar to wtap Pre-mRNA-splicing regulator WTAP (Danio rerio)
TCAL_10992-PA,Similar to wun Putative phosphatidate phosphatase (Drosophila melanogaster)
TCAL_10993-PA,Similar to wun Putative phosphatidate phosphatase (Drosophila melanogaster)
TCAL_06208-PA,Similar to WWOX WW domain-containing oxidoreductase (Gallus gallus)
TCAL_00412-PA,Similar to Xab2 Pre-mRNA-splicing factor SYF1 (Mus musculus)
TCAL_00262-PA,Similar to XDH Xanthine dehydrogenase/oxidase (Gallus gallus)
TCAL_12703-PA,Similar to XDH Xanthine dehydrogenase/oxidase (Gallus gallus)
TCAL_08369-PA,Similar to Xirp2 Xin actin-binding repeat-containing protein 2 (Mus musculus)
TCAL_09655-PA,Similar to XKR4 XK-related protein 4 (Homo sapiens)
TCAL_04250-PA,Similar to Xkr4 XK-related protein 4 (Mus musculus)
TCAL_08880-PA,Similar to XKR6 XK-related protein 6 (Homo sapiens)
TCAL_10249-PA,Similar to XNP Transcriptional regulator ATRX homolog (Drosophila melanogaster)
TCAL_07731-PA,Similar to XPNPEP1 Xaa-Pro aminopeptidase 1 (Bos taurus)
TCAL_05793-PA,Similar to XPNPEP1 Xaa-Pro aminopeptidase 1 (Homo sapiens)
TCAL_09289-PA,Similar to Xpnpep3 Probable Xaa-Pro aminopeptidase 3 (Rattus norvegicus)
TCAL_12140-PA,Similar to XPR1 Xenotropic and polytropic retrovirus receptor 1 (Homo sapiens)
TCAL_01009-PA,Similar to Xrcc5 X-ray repair cross-complementing protein 5 (Mus musculus)
TCAL_11256-PA,Similar to XRCC6 X-ray repair cross-complementing protein 5 (Gallus gallus)
TCAL_16867-PA,Similar to XRN1 5'-3' exoribonuclease 1 (Homo sapiens)
TCAL_11475-PA,Similar to xsc Sulfoacetaldehyde acetyltransferase (Castellaniella defragrans)
TCAL_11027-PA,Similar to xyl1 Probable NAD(P)H-dependent D-xylose reductase xyl1 (Arthroderma otae (strain ATCC MYA-4605 / CBS 113480))
TCAL_03047-PA,Similar to XYLB Xylulose kinase (Homo sapiens)
TCAL_14268-PA,Similar to yajO Uncharacterized oxidoreductase YajO (Escherichia coli (strain K12))
TCAL_11978-PA,Similar to yap1 Transcriptional coactivator YAP1 (Oryzias latipes)
TCAL_00773-PA,"Similar to YARS Tyrosine--tRNA ligase, cytoplasmic (Gallus gallus)"
TCAL_05546-PA,Similar to YEATS4 YEATS domain-containing protein 4 (Homo sapiens)
TCAL_07433-PA,Similar to yfkN Trifunctional nucleotide phosphoesterase protein YfkN (Bacillus subtilis (strain 168))
TCAL_05612-PA,Similar to yihQ Sulfoquinovosidase (Escherichia coli (strain K12))
TCAL_12098-PA,Similar to yjhC Uncharacterized oxidoreductase YjhC (Escherichia coli (strain K12))
TCAL_09256-PA,Similar to ykt6 Synaptobrevin homolog YKT6 (Xenopus tropicalis)
TCAL_13326-PA,Similar to yl Putative vitellogenin receptor (Drosophila melanogaster)
TCAL_13064-PA,Similar to ymel-1 ATP-dependent zinc metalloprotease YME1 homolog (Caenorhabditis elegans)
TCAL_12268-PA,Similar to YNG2 Chromatin modification-related protein YNG2 (Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056))
TCAL_06803-PA,Similar to YPEL2 Protein yippee-like 2 (Pongo abelii)
TCAL_05973-PA,Similar to YPEL5 Protein yippee-like 5 (Pongo abelii)
TCAL_05751-PA,Similar to YPI1 Type 1 phosphatases regulator YPI1 (Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686))
TCAL_09917-PA,Similar to YPTM2 GTP-binding protein YPTM2 (Zea mays)
TCAL_11658-PA,Similar to yrbE Uncharacterized oxidoreductase YrbE (Bacillus subtilis (strain 168))
TCAL_10395-PA,Similar to Ythdc2 Probable ATP-dependent RNA helicase YTHDC2 (Mus musculus)
TCAL_06482-PA,Similar to ywtG Putative metabolite transport protein YwtG (Bacillus subtilis (strain 168))
TCAL_06929-PA,Similar to zag-1 Zinc finger E-box-binding homeobox protein zag-1 (Caenorhabditis elegans)
TCAL_06930-PA,Similar to zag-1 Zinc finger E-box-binding homeobox protein zag-1 (Caenorhabditis elegans)
TCAL_05621-PA,Similar to Zasp52 PDZ and LIM domain protein Zasp (Drosophila melanogaster)
TCAL_09452-PA,Similar to Zasp52 PDZ and LIM domain protein Zasp (Drosophila melanogaster)
TCAL_13226-PA,Similar to Zasp52 PDZ and LIM domain protein Zasp (Drosophila melanogaster)
TCAL_16752-PA,Similar to zax Homeobox protein zampogna (Xenopus laevis)
TCAL_05052-PA,Similar to Zbtb17 Zinc finger and BTB domain-containing protein 17 (Mus musculus)
TCAL_05053-PA,Similar to Zbtb17 Zinc finger and BTB domain-containing protein 17 (Mus musculus)
TCAL_05880-PA,Similar to Zbtb24 Zinc finger and BTB domain-containing protein 24 (Mus musculus)
TCAL_05497-PA,Similar to Zbtb24 Zinc finger and BTB domain-containing protein 24 (Rattus norvegicus)
TCAL_00160-PA,Similar to ZBTB40 Zinc finger and BTB domain-containing protein 40 (Homo sapiens)
TCAL_05045-PA,Similar to Zbtb41 Zinc finger and BTB domain-containing protein 41 (Mus musculus)
TCAL_05627-PA,Similar to ZBTB48 Telomere zinc finger-associated protein (Homo sapiens)
TCAL_06565-PA,Similar to Zbtb48 Telomere zinc finger-associated protein (Mus musculus)
TCAL_10229-PA,Similar to Zbtb48 Telomere zinc finger-associated protein (Mus musculus)
TCAL_02429-PA,Similar to ZBTB49 Zinc finger and BTB domain-containing protein 49 (Homo sapiens)
TCAL_12610-PA,Similar to Zbtb49 Zinc finger and BTB domain-containing protein 49 (Mus musculus)
TCAL_12788-PA,Similar to Zbtb49 Zinc finger and BTB domain-containing protein 49 (Mus musculus)
TCAL_06323-PA,Similar to ZC3H12C Probable ribonuclease ZC3H12C (Homo sapiens)
TCAL_14273-PA,Similar to Zc3h12c Probable ribonuclease ZC3H12C (Mus musculus)
TCAL_00335-PA,Similar to ZC3H12D Probable ribonuclease ZC3H12D (Homo sapiens)
TCAL_05151-PA,Similar to ZC3H3 Zinc finger CCCH domain-containing protein 3 (Homo sapiens)
TCAL_13200-PA,Similar to Zcchc11 Terminal uridylyltransferase 4 (Mus musculus)
TCAL_09873-PA,Similar to Zdhhc11 Probable palmitoyltransferase ZDHHC11 (Mus musculus)
TCAL_11650-PA,Similar to ZDHHC14 Probable palmitoyltransferase ZDHHC14 (Homo sapiens)
TCAL_14761-PA,Similar to zdhhc15 Palmitoyltransferase ZDHHC15 (Xenopus laevis)
TCAL_10381-PA,Similar to Zdhhc16 Probable palmitoyltransferase ZDHHC16 (Mus musculus)
TCAL_00073-PA,Similar to ZDHHC2 Palmitoyltransferase ZDHHC2 (Homo sapiens)
TCAL_03560-PA,Similar to ZDHHC24 Probable palmitoyltransferase ZDHHC24 (Homo sapiens)
TCAL_11071-PA,Similar to ZDHHC3 Palmitoyltransferase ZDHHC3 (Homo sapiens)
TCAL_09292-PA,Similar to ZDHHC5 Palmitoyltransferase ZDHHC5 (Homo sapiens)
TCAL_13688-PA,Similar to ZDHHC6 Palmitoyltransferase ZDHHC6 (Pongo abelii)
TCAL_02077-PA,Similar to ZEU1 Thymidylate kinase (Arabidopsis thaliana)
TCAL_06498-PA,Similar to Zfand4 AN1-type zinc finger protein 4 (Mus musculus)
TCAL_04083-PA,Similar to ZFAND6 AN1-type zinc finger protein 6 (Homo sapiens)
TCAL_11805-PA,Similar to ZFHX3 Zinc finger homeobox protein 3 (Homo sapiens)
TCAL_11806-PA,Similar to ZFHX3 Zinc finger homeobox protein 3 (Homo sapiens)
TCAL_03103-PA,Similar to Zfp2 Zinc finger protein 2 (Mus musculus)
TCAL_08669-PA,Similar to Zfp2 Zinc finger protein 2 (Mus musculus)
TCAL_04239-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_05878-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_07269-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_07508-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_08647-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_12061-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_12065-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_12902-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_12905-PA,Similar to Zfp26 Zinc finger protein 26 (Mus musculus)
TCAL_06268-PA,Similar to Zfp28 Zinc finger protein 28 (Mus musculus)
TCAL_07213-PA,Similar to ZFP28 Zinc finger protein 28 homolog (Homo sapiens)
TCAL_01089-PA,Similar to zfp36l2-A mRNA decay activator protein ZFP36L2-A (Xenopus laevis)
TCAL_03104-PA,Similar to zfp36l2-A mRNA decay activator protein ZFP36L2-A (Xenopus laevis)
TCAL_14906-PA,Similar to Zfp36l3 mRNA decay activator protein ZFP36L3 (Mus musculus)
TCAL_16207-PA,Similar to Zfp36l3 mRNA decay activator protein ZFP36L3 (Mus musculus)
TCAL_12058-PA,Similar to Zfp37 Zinc finger protein 37 (Mus musculus)
TCAL_08287-PA,Similar to Zfp39 Zinc finger protein 39 (Mus musculus)
TCAL_12329-PA,Similar to ZFP41 Zinc finger protein 41 homolog (Homo sapiens)
TCAL_06269-PA,Similar to ZFP62 Zinc finger protein 62 homolog (Homo sapiens)
TCAL_11578-PA,Similar to Zfp64 Zinc finger protein 64 (Mus musculus)
TCAL_02683-PA,"Similar to ZFP64 Zinc finger protein 64 homolog, isoforms 1 and 2 (Homo sapiens)"
TCAL_12411-PA,"Similar to ZFP64 Zinc finger protein 64 homolog, isoforms 1 and 2 (Homo sapiens)"
TCAL_12551-PA,"Similar to ZFP64 Zinc finger protein 64 homolog, isoforms 1 and 2 (Homo sapiens)"
TCAL_12565-PA,Similar to ZFP92 Zinc finger protein 92 homolog (Homo sapiens)
TCAL_13412-PA,Similar to zfr Zinc finger RNA-binding protein (Danio rerio)
TCAL_04468-PA,Similar to ZFR Zinc finger RNA-binding protein (Pongo abelii)
TCAL_12290-PA,Similar to ZFYVE1 Zinc finger FYVE domain-containing protein 1 (Homo sapiens)
TCAL_04497-PA,Similar to ZFYVE9 Zinc finger FYVE domain-containing protein 9 (Homo sapiens)
TCAL_03443-PA,Similar to ZIC1 Zinc finger protein ZIC 1 (Gallus gallus)
TCAL_03445-PA,Similar to ZIC1 Zinc finger protein ZIC 1 (Gallus gallus)
TCAL_08545-PA,Similar to zig-4 Zwei Ig domain protein zig-4 (Caenorhabditis elegans)
TCAL_03459-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_05961-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_09495-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_10798-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_13504-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_06834-PA,Similar to ZIM3 Zinc finger imprinted 3 (Homo sapiens)
TCAL_02778-PA,Similar to Zinc finger protein Xfin (Xenopus laevis)
TCAL_07799-PA,Similar to Zinc finger protein Xfin (Xenopus laevis)
TCAL_12062-PA,Similar to Zinc finger protein Xfin (Xenopus laevis)
TCAL_13341-PA,Similar to Zinc finger protein Xfin (Xenopus laevis)
TCAL_08102-PA,Similar to Zinc finger protein ZFMSA12A (Micropterus salmoides)
TCAL_08103-PA,Similar to Zinc finger protein ZFMSA12A (Micropterus salmoides)
TCAL_10194-PA,"Similar to zip Myosin heavy chain, non-muscle (Drosophila melanogaster)"
TCAL_10269-PA,Similar to ZK1073.1 Uncharacterized protein ZK1073.1 (Caenorhabditis elegans)
TCAL_12133-PA,Similar to ZK1073.1 Uncharacterized protein ZK1073.1 (Caenorhabditis elegans)
TCAL_08497-PA,Similar to ZK1290.5 Uncharacterized oxidoreductase ZK1290.5 (Caenorhabditis elegans)
TCAL_12534-PA,Similar to ZKSCAN8 Zinc finger protein with KRAB and SCAN domains 8 (Homo sapiens)
TCAL_04548-PA,Similar to ZMIZ1 Zinc finger MIZ domain-containing protein 1 (Homo sapiens)
TCAL_01221-PA,Similar to ZNF112 Zinc finger protein 112 (Homo sapiens)
TCAL_07442-PA,Similar to ZNF112 Zinc finger protein 112 (Homo sapiens)
TCAL_17279-PA,Similar to ZNF112 Zinc finger protein 112 (Homo sapiens)
TCAL_08646-PA,Similar to Znf112 Zinc finger protein 112 (Mus musculus)
TCAL_00746-PA,Similar to ZNF135 Zinc finger protein 135 (Homo sapiens)
TCAL_06125-PA,Similar to ZNF143 Zinc finger protein 143 (Bos taurus)
TCAL_03824-PA,Similar to ZNF146 Zinc finger protein OZF (Bos taurus)
TCAL_08036-PA,Similar to ZNF154 Zinc finger protein 154 (Homo sapiens)
TCAL_02055-PA,Similar to ZNF16 Zinc finger protein 16 (Pan paniscus)
TCAL_13104-PA,Similar to ZNF175 Zinc finger protein 175 (Homo sapiens)
TCAL_00724-PA,Similar to ZNF181 Zinc finger protein 181 (Bos taurus)
TCAL_03953-PA,Similar to ZNF182 Zinc finger protein 182 (Homo sapiens)
TCAL_02216-PA,Similar to ZNF19 Zinc finger protein 19 (Homo sapiens)
TCAL_05930-PA,Similar to Znf2 Zinc finger protein 2 (Mus musculus)
TCAL_13451-PA,Similar to ZNF208 Zinc finger protein 208 (Homo sapiens)
TCAL_02218-PA,Similar to ZNF226 Zinc finger protein 226 (Homo sapiens)
TCAL_01253-PA,Similar to ZNF227 Zinc finger protein 227 (Homo sapiens)
TCAL_01679-PA,Similar to ZNF235 Zinc finger protein 235 (Homo sapiens)
TCAL_09492-PA,Similar to ZNF235 Zinc finger protein 235 (Homo sapiens)
TCAL_03290-PA,Similar to ZNF236 Zinc finger protein 236 (Homo sapiens)
TCAL_04198-PA,Similar to ZNF236 Zinc finger protein 236 (Homo sapiens)
TCAL_11792-PA,Similar to ZNF239 Zinc finger protein 239 (Homo sapiens)
TCAL_05202-PA,Similar to ZNF273 Zinc finger protein 273 (Homo sapiens)
TCAL_16588-PA,Similar to ZNF287 Zinc finger protein 287 (Homo sapiens)
TCAL_01652-PA,Similar to Znf296 Zinc finger protein 296 (Mus musculus)
TCAL_02585-PA,Similar to ZNF311 Zinc finger protein 311 (Homo sapiens)
TCAL_11843-PA,Similar to ZNF311 Zinc finger protein 311 (Homo sapiens)
TCAL_01854-PA,Similar to Znf316 Zinc finger protein 316 (Mus musculus)
TCAL_07777-PA,Similar to Znf32 Zinc finger protein 32 (Mus musculus)
TCAL_02885-PA,Similar to ZNF335 Zinc finger protein 335 (Homo sapiens)
TCAL_17297-PA,Similar to ZNF337 Zinc finger protein 337 (Homo sapiens)
TCAL_02626-PA,Similar to ZNF34 Zinc finger protein 34 (Homo sapiens)
TCAL_10246-PA,Similar to ZNF345 Zinc finger protein 345 (Bos taurus)
TCAL_10944-PA,Similar to ZNF347 Zinc finger protein 347 (Homo sapiens)
TCAL_15322-PA,Similar to ZNF35 Zinc finger protein 35 (Homo sapiens)
TCAL_08325-PA,Similar to znf367 Zinc finger protein 367 (Danio rerio)
TCAL_00357-PA,Similar to ZNF384 Zinc finger protein 384 (Homo sapiens)
TCAL_06043-PA,Similar to ZNF384 Zinc finger protein 384 (Homo sapiens)
TCAL_07127-PA,Similar to ZNF407 Zinc finger protein 407 (Homo sapiens)
TCAL_07958-PA,Similar to ZNF425 Zinc finger protein 425 (Fragment) (Macaca fascicularis)
TCAL_09193-PA,Similar to ZNF425 Zinc finger protein 425 (Fragment) (Macaca fascicularis)
TCAL_12570-PA,Similar to ZNF425 Zinc finger protein 425 (Fragment) (Macaca fascicularis)
TCAL_06914-PA,Similar to ZNF425 Zinc finger protein 425 (Homo sapiens)
TCAL_12363-PA,Similar to ZNF43 Zinc finger protein 43 (Homo sapiens)
TCAL_05044-PA,Similar to ZNF430 Zinc finger protein 430 (Homo sapiens)
TCAL_00410-PA,Similar to ZNF431 Zinc finger protein 431 (Homo sapiens)
TCAL_02046-PA,Similar to ZNF439 Zinc finger protein 439 (Homo sapiens)
TCAL_01664-PA,Similar to ZNF454 Zinc finger protein 454 (Homo sapiens)
TCAL_10487-PA,Similar to ZNF462 Zinc finger protein 462 (Homo sapiens)
TCAL_12287-PA,Similar to ZNF467 Zinc finger protein 467 (Homo sapiens)
TCAL_14509-PA,Similar to Znf473 Zinc finger protein 473 homolog (Mus musculus)
TCAL_10376-PA,Similar to ZNF488 Zinc finger protein 488 (Homo sapiens)
TCAL_00813-PA,Similar to ZNF497 Zinc finger protein 497 (Homo sapiens)
TCAL_05037-PA,Similar to ZNF497 Zinc finger protein 497 (Homo sapiens)
TCAL_08780-PA,Similar to ZNF500 Zinc finger protein 500 (Homo sapiens)
TCAL_10782-PA,Similar to ZNF500 Zinc finger protein 500 (Homo sapiens)
TCAL_01235-PA,Similar to ZNF541 Zinc finger protein 541 (Homo sapiens)
TCAL_06662-PA,Similar to ZNF546 Zinc finger protein 546 (Homo sapiens)
TCAL_02217-PA,Similar to ZNF557 Zinc finger protein 557 (Homo sapiens)
TCAL_02524-PA,Similar to ZNF558 Zinc finger protein 558 (Homo sapiens)
TCAL_07434-PA,Similar to ZNF564 Zinc finger protein 564 (Homo sapiens)
TCAL_07437-PA,Similar to ZNF564 Zinc finger protein 564 (Homo sapiens)
TCAL_03812-PA,Similar to ZNF567 Zinc finger protein 567 (Bos taurus)
TCAL_13713-PA,Similar to ZNF57 Zinc finger protein 57 (Homo sapiens)
TCAL_08210-PA,Similar to znf574 Zinc finger protein 574 (Xenopus tropicalis)
TCAL_10284-PA,Similar to ZNF577 Zinc finger protein 577 (Homo sapiens)
TCAL_13679-PA,Similar to ZNF583 Zinc finger protein 583 (Homo sapiens)
TCAL_11058-PA,Similar to ZNF584 Zinc finger protein 584 (Homo sapiens)
TCAL_15392-PA,Similar to ZNF585A Zinc finger protein 585A (Homo sapiens)
TCAL_01333-PA,Similar to ZNF585B Zinc finger protein 585B (Homo sapiens)
TCAL_03255-PA,Similar to Znf592 Zinc finger protein 592 (Mus musculus)
TCAL_12906-PA,Similar to ZNF599 Zinc finger protein 599 (Homo sapiens)
TCAL_02143-PA,Similar to ZNF624 Zinc finger protein 624 (Homo sapiens)
TCAL_10947-PA,Similar to ZNF624 Zinc finger protein 624 (Homo sapiens)
TCAL_00824-PA,Similar to ZNF628 Zinc finger protein 628 (Homo sapiens)
TCAL_12059-PA,Similar to ZNF629 Zinc finger protein 629 (Homo sapiens)
TCAL_17278-PA,Similar to ZNF629 Zinc finger protein 629 (Homo sapiens)
TCAL_07902-PA,Similar to Znf629 Zinc finger protein 629 (Mus musculus)
TCAL_14341-PA,Similar to Znf629 Zinc finger protein 629 (Mus musculus)
TCAL_16589-PA,Similar to Znf629 Zinc finger protein 629 (Mus musculus)
TCAL_00787-PA,Similar to ZNF652 Zinc finger protein 652 (Homo sapiens)
